,max_depth,max_features,min_samples_leaf,test_acc,test_logloss
0,3.0,sqrt,1,0.5701691773711343,0.9373444481256881
1,3.0,log2,1,0.5701691773711343,0.9373444481256881
2,3.0,sqrt,3,0.5701687318157718,0.9375961217196412
3,3.0,log2,3,0.5710126136723118,0.9377122137228925
4,3.0,sqrt,5,0.571012836449993,0.9374716301595004
5,3.0,log2,5,0.570590895521723,0.9373002050304379
6,3.0,sqrt,10,0.5712242524694906,0.9370574398719121
7,3.0,log2,10,0.5705913410770855,0.9372044901396043
8,3.0,sqrt,15,0.5705913410770855,0.9372592082242924
9,3.0,log2,15,0.5705913410770855,0.9374859023538571
10,5.0,sqrt,1,0.5733339571108408,0.9256746521300393
11,5.0,log2,1,0.5733339571108408,0.925515457032074
12,5.0,sqrt,3,0.5733341798885221,0.9254853171752181
13,5.0,log2,3,0.573967091280927,0.9254329643823924
14,5.0,sqrt,5,0.5737558980391109,0.9253818782411765
15,5.0,log2,5,0.573967091280927,0.9252668880074888
16,5.0,sqrt,10,0.5735447047972946,0.9252243210023984
17,5.0,log2,10,0.5743885866538347,0.9251431408724529
18,5.0,sqrt,15,0.5737558980391109,0.9252484418710379
19,5.0,log2,15,0.5746000026733322,0.9253113381115103
20,8.0,sqrt,1,0.5686901563453768,0.9275457998869451
21,8.0,log2,1,0.5686899335676955,0.927658456071877
22,8.0,sqrt,3,0.5676344129139766,0.9270179338380131
23,8.0,log2,3,0.569112320051328,0.9272252165415313
24,8.0,sqrt,5,0.569956201907868,0.9267595537673634
25,8.0,log2,5,0.5693226221824192,0.9263218138419699
26,8.0,sqrt,10,0.5707996382090457,0.9253700713720219
27,8.0,log2,10,0.5716435200655857,0.9255381123159049
28,8.0,sqrt,15,0.5718553816404458,0.9253038723911612
29,8.0,log2,15,0.5703772517254132,0.9254464893966189
30,12.0,sqrt,1,0.5615120366781174,0.9431384285828219
31,12.0,log2,1,0.5621456164035662,0.9436089428936294
32,12.0,sqrt,3,0.565099648456819,0.9379810063950049
33,12.0,log2,3,0.5636228552078738,0.9381418443488705
34,12.0,sqrt,5,0.565734342070674,0.9348449580110451
35,12.0,log2,5,0.5688988990326994,0.934664571793185
36,12.0,sqrt,10,0.5697432264446018,0.9300337397536957
37,12.0,log2,10,0.5705873310788232,0.9300375656144142
38,12.0,sqrt,15,0.571009049229412,0.9274866129538527
39,12.0,log2,15,0.5714305446023197,0.9276127632986653
40,,sqrt,1,0.5463192671505398,0.9741167360419125
41,,log2,1,0.5450514393665984,0.9680552019607027
42,,sqrt,3,0.558768306755956,0.9472234091409328
43,,log2,3,0.559190247684226,0.9471534582209141
44,,sqrt,5,0.5642566577110039,0.9392179043843736
45,,log2,5,0.5627785277959714,0.93880674194438
46,,sqrt,10,0.5684774036597917,0.931085636386199
47,,log2,10,0.5684776264374729,0.9309587795745016
48,,sqrt,15,0.5720645698831308,0.9280333530289558
49,,log2,15,0.572486510811401,0.9277034345327442
